"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131199","131199000197","板橋区","中根橋小学校","","","","","","","","","東京都板橋区栄町14-1","東京都","板橋区","栄町","14-1","","35.756149","139.701076","","","(03)3962-5511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000198","板橋区","金沢小学校","","","","","","","","","東京都板橋区加賀2-2-1","東京都","板橋区","加賀2丁目","2-1","","35.755396","139.71517","","","(03)3962-2361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000199","板橋区","板橋第十小学校","","","","","","","","","東京都板橋区大谷口上町43-1","東京都","板橋区","大谷口上町","43-1","","35.747725","139.692564","","","(03)3956-8110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000200","板橋区","板橋第八小学校","","","","","","","","","東京都板橋区双葉町42-1","東京都","板橋区","双葉町","42-1","","35.759734","139.700315","","","(03)3963-4181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000201","板橋区","板橋第七小学校","","","","","","","","","東京都板橋区大山金井町31-1","東京都","板橋区","大山金井町","31-1","","35.745606","139.704721","","","(03)3956-8114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000202","板橋区","板橋第六小学校","","","","","","","","","東京都板橋区大山町13-1","東京都","板橋区","大山町","13-1","","35.74726","139.700356","","","(03)3956-8101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000203","板橋区","板橋第五小学校","","","","","","","","","東京都板橋区中丸町19-1","東京都","板橋区","中丸町","19-1","","35.741705","139.704953","","","(03)3956-8124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000204","板橋区","板橋第四小学校","","","","","","","","","東京都板橋区板橋4-9-13","東京都","板橋区","板橋4丁目","9-13","","35.750208","139.716608","","","(03)3961-0422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000205","板橋区","板橋第二小学校","","","","","","","","","東京都板橋区板橋2-52-1","東京都","板橋区","板橋2丁目","52-1","","35.748775","139.710491","","","(03)3961-0200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000206","板橋区","板橋第一小学校","","","","","","","","","東京都板橋区氷川町13-1","東京都","板橋区","氷川町","13-1","","35.753747","139.707424","","","(03)3961-0100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000207","板橋区","若木小学校","","","","","","","","","東京都板橋区若木1-14-1","東京都","板橋区","若木1丁目","14-1","","35.7694","139.675508","","","(03)3932-6325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000208","板橋区","緑小学校","","","","","","","","","東京都板橋区中台3-27-1","東京都","板橋区","中台3丁目","27-1","","35.772441","139.67945","","","(03)3937-4581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000209","板橋区","北前野小学校","","","","","","","","","東京都板橋区前野町5-44-3","東京都","板橋区","前野町5丁目","44-3","","35.773166","139.68522","","","(03)3969-8415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000210","板橋区","志村坂下小学校","","","","","","","","","東京都板橋区相生町26-14","東京都","板橋区","相生町","26-14","","35.778972","139.680326","","","(03)3932-6365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000211","板橋区","蓮根第二小学校","","","","","","","","","東京都板橋区蓮根3-15-5","東京都","板橋区","蓮根3丁目","15-5","","35.788211","139.67787","","","(03)3967-2282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000212","板橋区","蓮根小学校","","","","","","","","","東京都板橋区蓮根3-10-1","東京都","板橋区","蓮根3丁目","10-1","","35.787755","139.676457","","","(03)3969-8401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000213","板橋区","富士見台小学校","","","","","","","","","東京都板橋区前野町1-10-1","東京都","板橋区","前野町1丁目","10-1","","35.76394","139.695165","","","(03)3969-8408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000214","板橋区","新河岸小学校","","","","","","","","","東京都板橋区新河岸1-3-1","東京都","板橋区","新河岸1丁目","3-1","","35.793768","139.66514","","","(03)3936-8521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000215","板橋区","舟渡小学校","","","","","","","","","東京都板橋区舟渡3-6-15","東京都","板橋区","舟渡3丁目","6-15","","35.793627","139.681679","","","(03)3969-8405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000216","板橋区","中台小学校","","","","","","","","","東京都板橋区中台1-9-7","東京都","板橋区","中台1丁目","9-7","","35.766481","139.681048","","","(03)3932-6327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000217","板橋区","前野小学校","","","","","","","","","東京都板橋区前野町6-40-1","東京都","板橋区","前野町6丁目","40-1","","35.768348","139.687683","","","(03)3969-4501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000218","板橋区","志村第六小学校","","","","","","","","","東京都板橋区坂下2-18-1","東京都","板橋区","坂下2丁目","18-1","","35.783756","139.68064","","","(03)3960-4177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000219","板橋区","上板橋第一中学校","","","","","","","","","東京都板橋区小茂根1-2-1","東京都","板橋区","小茂根1丁目","2-1","","35.74746","139.680916","","","(03)3956-8126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000220","板橋区","中台中学校","","","","","","","","","東京都板橋区中台1-56-23","東京都","板橋区","中台1丁目","56-23","","35.769282","139.680351","","","(03)3932-6357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000221","板橋区","西台中学校","","","","","","","","","東京都板橋区高島平1-4-1","東京都","板橋区","高島平1丁目","4-1","","35.782077","139.671706","","","(03)3934-4501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000222","板橋区","志村第五中学校","","","","","","","","","東京都板橋区坂下2-1-20","東京都","板橋区","坂下2丁目","1-20","","35.782392","139.685815","","","(03)3969-8421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000223","板橋区","志村第四中学校","","","","","","","","","東京都板橋区志村3-15-1","東京都","板橋区","志村3丁目","15-1","","35.776526","139.684004","","","(03)3966-9426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000224","板橋区","上板橋第二中学校","","","","","","","","","東京都板橋区向原3-1-12","東京都","板橋区","向原3丁目","1-12","","35.743953","139.685674","","","(03)3956-8136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000225","板橋区","志村第三中学校","","","","","","","","","東京都板橋区坂下2-21-1","東京都","板橋区","坂下2丁目","21-1","","35.783931","139.683235","","","(03)3966-9176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000226","板橋区","志村第二中学校","","","","","","","","","東京都板橋区小豆沢1-21-1","東京都","板橋区","小豆沢1丁目","21-1","","35.775351","139.703017","","","(03)3969-3363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000227","板橋区","志村第一中学校","","","","","","","","","東京都板橋区大原町33-1","東京都","板橋区","大原町","33-1","","35.767267","139.696975","","","(03)3960-8786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000228","板橋区","加賀中学校","","","","","","","","","東京都板橋区加賀2-19-1","東京都","板橋区","加賀2丁目","19-1","","35.760669","139.716104","","","(03)3962-6331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000229","板橋区","板橋第五中学校","","","","","","","","","東京都板橋区板橋4-49-3","東京都","板橋区","板橋4丁目","49-3","","35.75243","139.719593","","","(03)3962-7755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000230","板橋区","板橋第三中学校","","","","","","","","","東京都板橋区氷川町22-3","東京都","板橋区","氷川町","22-3","","35.755541","139.706457","","","(03)3962-8865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000231","板橋区","板橋第二中学校","","","","","","","","","東京都板橋区幸町26-1","東京都","板橋区","幸町","26-1","","35.74573","139.697472","","","(03)3956-8121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000232","板橋区","板橋第一中学校","","","","","","","","","東京都板橋区大山東町50-1","東京都","板橋区","大山東町","50-1","","35.750427","139.704763","","","(03)3962-5315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000233","板橋区","高島第三中学校","","","","","","","","","東京都板橋区高島平4-22-1","東京都","板橋区","高島平4丁目","22-1","","35.788527","139.65131","","","(03)3938-2551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000234","板橋区","高島第二中学校","","","","","","","","","東京都板橋区高島平2-24-1","東京都","板橋区","高島平2丁目","24-1","","35.785241","139.660544","","","(03)3936-1591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000235","板橋区","高島第一中学校","","","","","","","","","東京都板橋区高島平8-26-1","東京都","板橋区","高島平8丁目","26-1","","35.7919","139.662982","","","(03)3936-1171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000236","板橋区","赤塚第三中学校","","","","","","","","","東京都板橋区赤塚7-27-15","東京都","板橋区","赤塚7丁目","27-15","","35.779704","139.648004","","","(03)3930-3535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000237","板橋区","赤塚第二中学校","","","","","","","","","東京都板橋区成増3-18-1","東京都","板橋区","成増3丁目","18-1","","35.780772","139.633083","","","(03)3939-0247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000238","板橋区","赤塚第一中学校","","","","","","","","","東京都板橋区徳丸4-13-1","東京都","板橋区","徳丸4丁目","13-1","","35.771754","139.652336","","","(03)3932-5314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000239","板橋区","桜川中学校","","","","","","","","","東京都板橋区桜川1-2-1","東京都","板橋区","桜川1丁目","2-1","","35.756353","139.677169","","","(03)3932-6355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000240","板橋区","上板橋第三中学校","","","","","","","","","東京都板橋区常盤台3-30-1","東京都","板橋区","常盤台3丁目","30-1","","35.763517","139.682319","","","(03)3960-2312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000241","板橋区","YUMEパーク・大和町自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区大和町17-1","東京都","板橋区","大和町","17-1","","35.761364","139.705043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000242","板橋区","ときわ台駅南口自転車駐車場（有料）","","","","","","","","","東京都板橋区南常盤台2－4－10","東京都","板橋区","南常盤台2丁目","4-10","","35.758492","139.687246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000243","板橋区","ときわ台駅北口第１自転車駐車場（有料）","","","","","","","","","東京都板橋区常盤台2－1－10","東京都","板橋区","常盤台2丁目","1-10","","35.759346","139.687824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000244","板橋区","ときわ台駅北口第２自転車駐車場（有料）","","","","","","","","","東京都板橋区常盤台2－7－8","東京都","板橋区","常盤台2丁目","7-8","","35.759673","139.689324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000245","板橋区","ときわ台駅北口第３自転車駐車場（有料）","","","","","","","","","東京都板橋区常盤台2－6－2","東京都","板橋区","常盤台2丁目","6-2","","35.759603","139.689722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000246","板橋区","ときわ台駅北口第４自転車駐車場（有料ゲート式）","","","","","","","","","東京都板橋区常盤台1－45","東京都","板橋区","常盤台1丁目","45","","35.758909","139.69079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000247","板橋区","下板橋駅第１自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋1－4－13先","東京都","板橋区","板橋1丁目","4-13先","","35.746071","139.71576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000248","板橋区","下板橋駅第２自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区板橋2－3－1先","東京都","板橋区","板橋2丁目","3-1先","","35.745904","139.714752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000249","板橋区","高島平駅西口自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区高島平8－2先","東京都","板橋区","高島平8丁目","2先","","35.789033","139.660678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000250","板橋区","高島平駅第１自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平8－2－2","東京都","板橋区","高島平8丁目","2-2","","35.789054","139.660502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000251","板橋区","高島平駅第２自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平8－2－1","東京都","板橋区","高島平8丁目","2-1","","35.788685","139.662271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000252","板橋区","高島平駅東口自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区高島平8－2先","東京都","板橋区","高島平8丁目","2先","","35.788758","139.66214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000253","板橋区","高島陸橋交差点A自転車駐車場（有料）","","","","","","","","","東京都板橋区三園2-1-1","東京都","板橋区","三園2丁目","1-1","","35.792404","139.643506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000254","板橋区","高島陸橋交差点B自転車駐車場（有料）","","","","","","","","","東京都板橋区三園2-1-1","東京都","板橋区","三園2丁目","1-1","","35.792224","139.643467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000255","板橋区","高島陸橋交差点C自転車駐車場（有料）","","","","","","","","","東京都板橋区三園2-1-1","東京都","板橋区","三園2丁目","1-1","","35.792126","139.643256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000256","板橋区","高島陸橋交差点D自転車駐車場（有料）","","","","","","","","","東京都板橋区三園1-47-14","東京都","板橋区","三園1丁目","47-14","","35.791856","139.643342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000257","板橋区","高島陸橋交差点E自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平5-55-2","東京都","板橋区","高島平5丁目","55-2","","35.791661","139.643952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000258","板橋区","高島陸橋交差点F自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平6-1-1先","東京都","板橋区","高島平6丁目","1-1先","","35.792078","139.644334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000259","板橋区","志村坂上駅自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区小豆沢2－18－9","東京都","板橋区","小豆沢2丁目","18-9","","35.776416","139.695578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000260","板橋区","志村坂上駅北自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区小豆沢3－6－7","東京都","板橋区","小豆沢3丁目","6-7","","35.776736","139.694776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000261","板橋区","志村三丁目駅第１自転車駐車場（有料）","","","","","","","","","東京都板橋区志村3－21－20先","東京都","板橋区","志村3丁目","21-20先","","35.777376","139.685096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000262","板橋区","志村三丁目駅第２自転車駐車場（有料）","","","","","","","","","東京都板橋区志村3－24－17先","東京都","板橋区","志村3丁目","24-17先","","35.777618","139.68603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000263","板橋区","志村三丁目駅第３自転車駐車場（有料）","","","","","","","","","東京都板橋区志村3－26－21先","東京都","板橋区","志村3丁目","26-21先","","35.777873","139.687071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000264","板橋区","志村三丁目駅第４自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区志村3－15先","東京都","板橋区","志村3丁目","15先","","35.776845","139.684426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000265","板橋区","志村三丁目駅第５自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区志村3-20","東京都","板橋区","志村3丁目","20","","35.777174","139.684446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000266","板橋区","小竹向原駅自転車駐車場（有料）","","","","","","","","","東京都板橋区向原1－14－14先","東京都","板橋区","向原1丁目","14-14先","","35.741829","139.682832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000267","板橋区","小竹向原駅南自転車駐車場（有料）","","","","","","","","","東京都板橋区向原2－36－9先","東京都","板橋区","向原2丁目","36-9先","","35.742476","139.681265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000268","板橋区","小竹向原駅北自転車駐車場（有料）","","","","","","","","","東京都板橋区向原3－8先","東京都","板橋区","向原3丁目","8先","","35.74374","139.682818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000269","板橋区","上板橋駅西自転車駐車場（有料）","","","","","","","","","東京都板橋区上板橋3-16","東京都","板橋区","上板橋3丁目","16","","35.765487","139.673548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000270","板橋区","上板橋駅東自転車駐車場（有料）","","","","","","","","","東京都板橋区常盤台4ー14","東京都","板橋区","常盤台4丁目","14","","35.763253","139.679887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000271","板橋区","上板橋駅南口自転車駐車場（有料）","","","","","","","","","東京都板橋区上板橋1－13－23","東京都","板橋区","上板橋1丁目","13-23","","35.762971","139.677276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000272","板橋区","上板橋駅北自転車駐車場（有料）","","","","","","","","","東京都板橋区常盤台4－30－8","東京都","板橋区","常盤台4丁目","30-8","","35.764762","139.677004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000273","板橋区","新高島平駅南自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区高島平3-14先","東京都","板橋区","高島平3丁目","14先","","35.789941","139.653321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000274","板橋区","新高島平駅北自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平7－17－3","東京都","板橋区","高島平7丁目","17-3","","35.790969","139.65508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000275","板橋区","新板橋駅前高架下自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋4－4先","東京都","板橋区","板橋4丁目","4先","","35.748879","139.719482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000276","板橋区","成増一丁目自転車駐車場（有料）","","","","","","","","","東京都板橋区成増1－16－16","東京都","板橋区","成増1丁目","16-16","","35.775017","139.631578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000277","板橋区","成増駅南口自転車駐車場（有料）","","","","","","","","","東京都板橋区成増2－13－1","東京都","板橋区","成増2丁目","13-1","","35.776968","139.633695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000278","板橋区","成増駅南口第２自転車駐車場（有料）","","","","","","","","","東京都板橋区成増2－15－16","東京都","板橋区","成増2丁目","15-16","","35.777398","139.63205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000279","板橋区","成増駅南口第４自転車駐車場（有料）","","","","","","","","","東京都板橋区成増2－16－7","東京都","板橋区","成増2丁目","16-7","","35.776666","139.632405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000280","板橋区","成増駅南口第５自転車駐車場（有料）","","","","","","","","","東京都板橋区成増2-17","東京都","板橋区","成増2丁目","17","","35.776812","139.631746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000281","板橋区","成増駅南口第６自転車駐車場","","","","","","","","","東京都板橋区成増1丁目31番先など","東京都","板橋区","成増1丁目","31番先など","","35.778301","139.62836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000282","板橋区","成増駅南口第7自転車駐車場","","","","","","","","","東京都板橋区成増1丁目32番先など","東京都","板橋区","成増1丁目","32番先など","","35.778825","139.626971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000283","板橋区","成増駅北口第１自転車駐車場（有料）","","","","","","","","","東京都板橋区成増3－11－10","東京都","板橋区","成増3丁目","11-10","","35.778657","139.633503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000284","板橋区","成増駅北口第２自転車駐車場（有料）","","","","","","","","","東京都板橋区成増3－14－17","東京都","板橋区","成増3丁目","14-17","","35.778742","139.633042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000285","板橋区","成増駅北口第４自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区成増3－13先","東京都","板橋区","成増3丁目","13先","","35.779008","139.632653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000286","板橋区","成増駅北口第５自転車駐車場（有料）","","","","","","","","","東京都板橋区成増3－10","東京都","板橋区","成増3丁目","10","","35.778862","139.634062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000287","板橋区","成増公園前自転車駐車場（有料）","","","","","","","","","東京都板橋区成増3－3－13","東京都","板橋区","成増3丁目","3-13","","35.777871","139.633789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000288","板橋区","西高島平駅前自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平6－1－1先","東京都","板橋区","高島平6丁目","1-1先","","35.792112","139.645553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000289","板橋区","西高島平駅南口自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区高島平6－1先","東京都","板橋区","高島平6丁目","1先","","35.791981","139.645092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000290","板橋区","西台駅高架下自転車駐車場（有料）","","","","","","","","","東京都板橋区高島平9－1","東京都","板橋区","高島平9丁目","1","","35.787079","139.672634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000291","板橋区","西台駅東自転車駐車場（有料）","","","","","","","","","東京都板橋区蓮根3－6－10","東京都","板橋区","蓮根3丁目","6-10","","35.786797","139.675853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000292","板橋区","大山駅自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区栄町35－2","東京都","板橋区","栄町","35-2","","35.750022","139.701667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000293","板橋区","大山駅前自転車駐車場（有料）","","","","","","","","","東京都板橋区大山町2－2","東京都","板橋区","大山町2丁目","2-2","","35.747452","139.702511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000294","板橋区","大山東町自転車駐車場（有料）","","","","","","","","","東京都板橋区大山東町59","東京都","板橋区","大山東町","59","","35.749536","139.702333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000295","板橋区","大和町自転車駐車場（有料）","","","","","","","","","東京都板橋区大和町20－7","東京都","板橋区","大和町","7","","35.761391","139.704084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000296","板橋区","中板橋駅東自転車駐車場（有料）","","","","","","","","","東京都板橋区中板橋18－32","東京都","板橋区","中板橋","32","","35.75643","139.696956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000297","板橋区","中板橋駅南口自転車駐車場（有料）","","","","","","","","","東京都板橋区弥生町33－1先","東京都","板橋区","弥生町","1先","","35.755521","139.695581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000298","板橋区","中板橋駅北口自転車駐車場（有料）","","","","","","","","","東京都板橋区中板橋24－3先","東京都","板橋区","中板橋","3先","","35.756192","139.695066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000299","板橋区","東武練馬駅自転車駐車場（有料）","","","","","","","","","東京都板橋区徳丸2－3－17先","東京都","板橋区","徳丸2丁目","3-17先","","35.768784","139.662934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000300","板橋区","東武練馬駅東自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区徳丸1－6－1","東京都","板橋区","徳丸1丁目","6-1","","35.7684","139.664638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000301","板橋区","徳丸タウンブリッジ自転車駐車場（有料）","","","","","","","","","東京都板橋区徳丸1－8－3","東京都","板橋区","徳丸1丁目","8-3","","35.768758","139.663173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000302","板橋区","板橋駅自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋１－１－２","東京都","板橋区","板橋1丁目","1-2","","35.745682","139.718791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000303","板橋区","板橋駅西口自転車駐車場（有料コイン式）","","","","","","","","","東京都板橋区板橋1－51－1先","東京都","板橋区","板橋1丁目","51-1先","","35.746404","139.720017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000304","板橋区","板橋区役所前駅高架下自転車駐車場（有料）","","","","","","","","","東京都板橋区板橋3－7先","東京都","板橋区","板橋3丁目","7先","","35.75154","139.710012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
